id,subject,metric,games,mean,error,interval,verdict,seed,seats,question,command
headline.rotate.5-handed.greedy,greedy,win rate,8000,0.245350,0.002142,0.004199,,20260819,5,"P12's headline: greedy against simple at 5 seats. ⚠️ The rotation seats [g,s,g,s,…], in which every greedy sits downstream of a simple — the honest strategy-vs-strategy figure is the balanced one (P16). ⚠️ The seat count is part of the id since P32: four-handed and five-handed are different games (RULES.md §7.1.1) and both are published.","BurmesePoker.Sim -- --strategies greedy,simple --seating rotate --seats 5 --games 8000 --seed 20260819"
headline.rotate.5-handed.simple,simple,win rate,8000,0.154650,0.002139,0.004193,,20260819,5,"P12's headline: greedy against simple at 5 seats. ⚠️ The rotation seats [g,s,g,s,…], in which every greedy sits downstream of a simple — the honest strategy-vs-strategy figure is the balanced one (P16). ⚠️ The seat count is part of the id since P32: four-handed and five-handed are different games (RULES.md §7.1.1) and both are published.","BurmesePoker.Sim -- --strategies greedy,simple --seating rotate --seats 5 --games 8000 --seed 20260819"
headline.balanced.5-handed.greedy,greedy,win rate,7750,0.238650,0.001985,0.003891,,20260819,5,"P12's headline: greedy against simple at 5 seats. ⚠️ The rotation seats [g,s,g,s,…], in which every greedy sits downstream of a simple — the honest strategy-vs-strategy figure is the balanced one (P16). ⚠️ The seat count is part of the id since P32: four-handed and five-handed are different games (RULES.md §7.1.1) and both are published.","BurmesePoker.Sim -- --strategies greedy,simple --seating balanced --seats 5 --games 8000 --seed 20260819"
headline.balanced.5-handed.simple,simple,win rate,7750,0.161350,0.001978,0.003877,,20260819,5,"P12's headline: greedy against simple at 5 seats. ⚠️ The rotation seats [g,s,g,s,…], in which every greedy sits downstream of a simple — the honest strategy-vs-strategy figure is the balanced one (P16). ⚠️ The seat count is part of the id since P32: four-handed and five-handed are different games (RULES.md §7.1.1) and both are published.","BurmesePoker.Sim -- --strategies greedy,simple --seating balanced --seats 5 --games 8000 --seed 20260819"
difficulty.reference-table.easy,easy,win rate,6248,0.103027,0.002786,0.005460,,20260819,5,"The reference table: every difficulty level at one table, fully crossed. This is the ordering the menu claims, and it is what a person actually sits down to.","BurmesePoker.Sim -- tournament --strategies easy,medium,hard,expert --pairs adjacent --seats 5 --games 8000 --seed 20260819"
difficulty.reference-table.medium,medium,win rate,6248,0.161523,0.003218,0.006306,,20260819,5,"The reference table: every difficulty level at one table, fully crossed. This is the ordering the menu claims, and it is what a person actually sits down to.","BurmesePoker.Sim -- tournament --strategies easy,medium,hard,expert --pairs adjacent --seats 5 --games 8000 --seed 20260819"
difficulty.reference-table.hard,hard,win rate,6248,0.229688,0.003536,0.006930,,20260819,5,"The reference table: every difficulty level at one table, fully crossed. This is the ordering the menu claims, and it is what a person actually sits down to.","BurmesePoker.Sim -- tournament --strategies easy,medium,hard,expert --pairs adjacent --seats 5 --games 8000 --seed 20260819"
difficulty.reference-table.expert,expert,win rate,6248,0.305762,0.003712,0.007275,,20260819,5,"The reference table: every difficulty level at one table, fully crossed. This is the ordering the menu claims, and it is what a person actually sits down to.","BurmesePoker.Sim -- tournament --strategies easy,medium,hard,expert --pairs adjacent --seats 5 --games 8000 --seed 20260819"
difficulty.step.medium-over-easy,medium over easy,win rate margin,8010,0.091186,0.004028,0.007894,separated (Holm),20260819,5,"One step of the dial, head to head. ⚠️ The family is the k−1 adjacent steps and not the round-robin, because 'n+1 beats n' is the only claim a monotone dial makes (BUILD-PLAN P19).","BurmesePoker.Sim -- tournament --strategies easy,medium,hard,expert --pairs adjacent --seats 5 --games 8000 --seed 20260819"
difficulty.step.hard-over-medium,hard over medium,win rate margin,8010,0.079301,0.004062,0.007962,separated (Holm),20260819,5,"One step of the dial, head to head. ⚠️ The family is the k−1 adjacent steps and not the round-robin, because 'n+1 beats n' is the only claim a monotone dial makes (BUILD-PLAN P19).","BurmesePoker.Sim -- tournament --strategies easy,medium,hard,expert --pairs adjacent --seats 5 --games 8000 --seed 20260819"
difficulty.step.expert-over-hard,expert over hard,win rate margin,8010,0.065418,0.004085,0.008007,separated (Holm),20260819,5,"One step of the dial, head to head. ⚠️ The family is the k−1 adjacent steps and not the round-robin, because 'n+1 beats n' is the only claim a monotone dial makes (BUILD-PLAN P19).","BurmesePoker.Sim -- tournament --strategies easy,medium,hard,expert --pairs adjacent --seats 5 --games 8000 --seed 20260819"
difficulty.mistake-rate.easy,easy,mistake rate,0,0.900000,,,,20260819,5,"ε — how often this level throws the second-best card off its own ranking rather than the best. Placed so the levels are evenly spaced in results, which is not evenly spaced in ε (BUILD-PLAN P19).","BurmesePoker.Sim -- tournament --strategies easy,medium,hard,expert --pairs adjacent --seats 5 --games 8000 --seed 20260819"
difficulty.mistake-rate.medium,medium,mistake rate,0,0.700000,,,,20260819,5,"ε — how often this level throws the second-best card off its own ranking rather than the best. Placed so the levels are evenly spaced in results, which is not evenly spaced in ε (BUILD-PLAN P19).","BurmesePoker.Sim -- tournament --strategies easy,medium,hard,expert --pairs adjacent --seats 5 --games 8000 --seed 20260819"
difficulty.mistake-rate.hard,hard,mistake rate,0,0.400000,,,,20260819,5,"ε — how often this level throws the second-best card off its own ranking rather than the best. Placed so the levels are evenly spaced in results, which is not evenly spaced in ε (BUILD-PLAN P19).","BurmesePoker.Sim -- tournament --strategies easy,medium,hard,expert --pairs adjacent --seats 5 --games 8000 --seed 20260819"
difficulty.mistake-rate.expert,expert,mistake rate,0,0.000000,,,,20260819,5,"ε — how often this level throws the second-best card off its own ranking rather than the best. Placed so the levels are evenly spaced in results, which is not evenly spaced in ε (BUILD-PLAN P19).","BurmesePoker.Sim -- tournament --strategies easy,medium,hard,expert --pairs adjacent --seats 5 --games 8000 --seed 20260819"
money.net-per-round.5-1.prospector,prospector over outs at $5/$1,net per round margin,8010,-0.228015,0.164976,0.323348,inside the interval,20260819,5,"Is what this rung trades rounds for worth more than the rounds? A money-ranked rung is judged in dollars because win rate would misjudge it by construction (RankedOn.Money). ⚠️ This is the verdict figure and it is money, not win rate — and the challenger is part of the id since P44.","BurmesePoker.Sim -- money --challenger prospector --reference outs --ratios 5:1,5:10,5:20,5:40 --seats 5 --games 8000 --seed 20260819"
money.win-rate.5-1.prospector,prospector over outs at $5/$1,win rate margin,8010,-0.006192,0.004142,0.008119,,20260819,5,"The same margin in win rate, reported beside the money because a money-ranked rung is where the two can come apart (BUILD-PLAN P22 acceptance 2).","BurmesePoker.Sim -- money --challenger prospector --reference outs --ratios 5:1,5:10,5:20,5:40 --seats 5 --games 8000 --seed 20260819"
money.take-rate.5-1.prospector,prospector at $5/$1,take rate,7996,0.248102,0.001262,0.002474,,20260819,5,"prospector's mechanism: its rule can only act by refusing takes, so a cell in which this has not moved from the reference's is a cell in which nothing happened. Every other challenger's is a control.","BurmesePoker.Sim -- money --challenger prospector --reference outs --ratios 5:1,5:10,5:20,5:40 --seats 5 --games 8000 --seed 20260819"
money.side-margin.5-1.prospector,prospector over outs at $5/$1,side bet margin,8010,-0.092684,0.058608,0.114869,,20260819,5,"The money-card half of the net margin alone — where a rule about the draw has to show up if it is doing anything. ⚠️ Computed on every run since P22 and never published (review R13): it reached bytes only through money.csv, which sim suite does not regenerate, so §10's mechanism argument leaned on a file one command behind the others.","BurmesePoker.Sim -- money --challenger prospector --reference outs --ratios 5:1,5:10,5:20,5:40 --seats 5 --games 8000 --seed 20260819"
money.clean-win-rate.5-1.prospector,prospector at $5/$1,clean win rate,3943,0.128329,0.005327,0.010441,,20260819,5,"purist's mechanism (BUILD-PLAN P44): of the rounds the challenger itself won, the share declared jokerless (RULES.md §7.3) — read it beside docs/STRATEGY.md §14's accidental floor, which is what a rung that is not trying collects.","BurmesePoker.Sim -- money --challenger prospector --reference outs --ratios 5:1,5:10,5:20,5:40 --seats 5 --games 8000 --seed 20260819"
money.jokerless-rate.5-1.prospector,prospector vs outs field at $5/$1,jokerless rate,8010,0.122347,,,,20260819,5,"Share of the cell's settled rounds won jokerless, whoever won them — the same rate the tournaments publish per scope (bonus.jokerless-rate.*), so a sweep's table can be read beside the ladder's floor (BUILD-PLAN P44).","BurmesePoker.Sim -- money --challenger prospector --reference outs --ratios 5:1,5:10,5:20,5:40 --seats 5 --games 8000 --seed 20260819"
money.net-per-round.5-10.prospector,prospector over outs at $5/$10,net per round margin,8010,-0.347066,0.634387,1.243375,inside the interval,20260819,5,"Is what this rung trades rounds for worth more than the rounds? A money-ranked rung is judged in dollars because win rate would misjudge it by construction (RankedOn.Money). ⚠️ This is the verdict figure and it is money, not win rate — and the challenger is part of the id since P44.","BurmesePoker.Sim -- money --challenger prospector --reference outs --ratios 5:1,5:10,5:20,5:40 --seats 5 --games 8000 --seed 20260819"
money.win-rate.5-10.prospector,prospector over outs at $5/$10,win rate margin,8010,-0.059126,0.004107,0.008049,,20260819,5,"The same margin in win rate, reported beside the money because a money-ranked rung is where the two can come apart (BUILD-PLAN P22 acceptance 2).","BurmesePoker.Sim -- money --challenger prospector --reference outs --ratios 5:1,5:10,5:20,5:40 --seats 5 --games 8000 --seed 20260819"
money.take-rate.5-10.prospector,prospector at $5/$10,take rate,7996,0.146851,0.001037,0.002032,,20260819,5,"prospector's mechanism: its rule can only act by refusing takes, so a cell in which this has not moved from the reference's is a cell in which nothing happened. Every other challenger's is a control.","BurmesePoker.Sim -- money --challenger prospector --reference outs --ratios 5:1,5:10,5:20,5:40 --seats 5 --games 8000 --seed 20260819"
money.side-margin.5-10.prospector,prospector over outs at $5/$10,side bet margin,8010,1.558052,0.593111,1.162475,,20260819,5,"The money-card half of the net margin alone — where a rule about the draw has to show up if it is doing anything. ⚠️ Computed on every run since P22 and never published (review R13): it reached bytes only through money.csv, which sim suite does not regenerate, so §10's mechanism argument leaned on a file one command behind the others.","BurmesePoker.Sim -- money --challenger prospector --reference outs --ratios 5:1,5:10,5:20,5:40 --seats 5 --games 8000 --seed 20260819"
money.clean-win-rate.5-10.prospector,prospector at $5/$10,clean win rate,3413,0.115734,0.005477,0.010734,,20260819,5,"purist's mechanism (BUILD-PLAN P44): of the rounds the challenger itself won, the share declared jokerless (RULES.md §7.3) — read it beside docs/STRATEGY.md §14's accidental floor, which is what a rung that is not trying collects.","BurmesePoker.Sim -- money --challenger prospector --reference outs --ratios 5:1,5:10,5:20,5:40 --seats 5 --games 8000 --seed 20260819"
money.jokerless-rate.5-10.prospector,prospector vs outs field at $5/$10,jokerless rate,8010,0.117728,,,,20260819,5,"Share of the cell's settled rounds won jokerless, whoever won them — the same rate the tournaments publish per scope (bonus.jokerless-rate.*), so a sweep's table can be read beside the ladder's floor (BUILD-PLAN P44).","BurmesePoker.Sim -- money --challenger prospector --reference outs --ratios 5:1,5:10,5:20,5:40 --seats 5 --games 8000 --seed 20260819"
money.net-per-round.5-20.prospector,prospector over outs at $5/$20,net per round margin,8010,3.985518,1.238809,2.428020,separated (Holm),20260819,5,"Is what this rung trades rounds for worth more than the rounds? A money-ranked rung is judged in dollars because win rate would misjudge it by construction (RankedOn.Money). ⚠️ This is the verdict figure and it is money, not win rate — and the challenger is part of the id since P44.","BurmesePoker.Sim -- money --challenger prospector --reference outs --ratios 5:1,5:10,5:20,5:40 --seats 5 --games 8000 --seed 20260819"
money.win-rate.5-20.prospector,prospector over outs at $5/$20,win rate margin,8010,-0.159600,0.003866,0.007577,points the other way to the money,20260819,5,"The same margin in win rate, reported beside the money because a money-ranked rung is where the two can come apart (BUILD-PLAN P22 acceptance 2).","BurmesePoker.Sim -- money --challenger prospector --reference outs --ratios 5:1,5:10,5:20,5:40 --seats 5 --games 8000 --seed 20260819"
money.take-rate.5-20.prospector,prospector at $5/$20,take rate,7998,0.001250,0.000114,0.000224,,20260819,5,"prospector's mechanism: its rule can only act by refusing takes, so a cell in which this has not moved from the reference's is a cell in which nothing happened. Every other challenger's is a control.","BurmesePoker.Sim -- money --challenger prospector --reference outs --ratios 5:1,5:10,5:20,5:40 --seats 5 --games 8000 --seed 20260819"
money.side-margin.5-20.prospector,prospector over outs at $5/$20,side bet margin,8010,9.839700,1.215944,2.383207,,20260819,5,"The money-card half of the net margin alone — where a rule about the draw has to show up if it is doing anything. ⚠️ Computed on every run since P22 and never published (review R13): it reached bytes only through money.csv, which sim suite does not regenerate, so §10's mechanism argument leaned on a file one command behind the others.","BurmesePoker.Sim -- money --challenger prospector --reference outs --ratios 5:1,5:10,5:20,5:40 --seats 5 --games 8000 --seed 20260819"
money.clean-win-rate.5-20.prospector,prospector at $5/$20,clean win rate,2407,0.055671,0.004674,0.009162,,20260819,5,"purist's mechanism (BUILD-PLAN P44): of the rounds the challenger itself won, the share declared jokerless (RULES.md §7.3) — read it beside docs/STRATEGY.md §14's accidental floor, which is what a rung that is not trying collects.","BurmesePoker.Sim -- money --challenger prospector --reference outs --ratios 5:1,5:10,5:20,5:40 --seats 5 --games 8000 --seed 20260819"
money.jokerless-rate.5-20.prospector,prospector vs outs field at $5/$20,jokerless rate,8010,0.126217,,,,20260819,5,"Share of the cell's settled rounds won jokerless, whoever won them — the same rate the tournaments publish per scope (bonus.jokerless-rate.*), so a sweep's table can be read beside the ladder's floor (BUILD-PLAN P44).","BurmesePoker.Sim -- money --challenger prospector --reference outs --ratios 5:1,5:10,5:20,5:40 --seats 5 --games 8000 --seed 20260819"
money.net-per-round-bootstrap.5-20.prospector,prospector over outs at $5/$20,net per round margin,10000,3.985518,1.230305,2.411354,normal interval holds,20260819,5,"A 95% percentile bootstrap of the net-per-round margin above, resampling whole games with replacement (BUILD-PLAN P48 F6). ⚠️ Published only for a cell that separated, and only to check the normal interval it separated by: money a round is heavy-tailed, so this is where the symmetric interval would understate the spread if anywhere. The verdict says whether it does; the interval column is the resampled half-width.","BurmesePoker.Sim -- money --challenger prospector --reference outs --ratios 5:1,5:10,5:20,5:40 --seats 5 --games 8000 --seed 20260819"
money.net-per-round.5-40.prospector,prospector over outs at $5/$40,net per round margin,8010,14.204744,2.454684,4.811091,separated (Holm),20260819,5,"Is what this rung trades rounds for worth more than the rounds? A money-ranked rung is judged in dollars because win rate would misjudge it by construction (RankedOn.Money). ⚠️ This is the verdict figure and it is money, not win rate — and the challenger is part of the id since P44.","BurmesePoker.Sim -- money --challenger prospector --reference outs --ratios 5:1,5:10,5:20,5:40 --seats 5 --games 8000 --seed 20260819"
money.win-rate.5-40.prospector,prospector over outs at $5/$40,win rate margin,8010,-0.160000,0.003862,0.007569,points the other way to the money,20260819,5,"The same margin in win rate, reported beside the money because a money-ranked rung is where the two can come apart (BUILD-PLAN P22 acceptance 2).","BurmesePoker.Sim -- money --challenger prospector --reference outs --ratios 5:1,5:10,5:20,5:40 --seats 5 --games 8000 --seed 20260819"
money.take-rate.5-40.prospector,prospector at $5/$40,take rate,7998,0.000000,,,,20260819,5,"prospector's mechanism: its rule can only act by refusing takes, so a cell in which this has not moved from the reference's is a cell in which nothing happened. Every other challenger's is a control.","BurmesePoker.Sim -- money --challenger prospector --reference outs --ratios 5:1,5:10,5:20,5:40 --seats 5 --games 8000 --seed 20260819"
money.side-margin.5-40.prospector,prospector over outs at $5/$40,side bet margin,8010,20.042946,2.436066,4.774602,,20260819,5,"The money-card half of the net margin alone — where a rule about the draw has to show up if it is doing anything. ⚠️ Computed on every run since P22 and never published (review R13): it reached bytes only through money.csv, which sim suite does not regenerate, so §10's mechanism argument leaned on a file one command behind the others.","BurmesePoker.Sim -- money --challenger prospector --reference outs --ratios 5:1,5:10,5:20,5:40 --seats 5 --games 8000 --seed 20260819"
money.clean-win-rate.5-40.prospector,prospector at $5/$40,clean win rate,2403,0.057844,0.004763,0.009336,,20260819,5,"purist's mechanism (BUILD-PLAN P44): of the rounds the challenger itself won, the share declared jokerless (RULES.md §7.3) — read it beside docs/STRATEGY.md §14's accidental floor, which is what a rung that is not trying collects.","BurmesePoker.Sim -- money --challenger prospector --reference outs --ratios 5:1,5:10,5:20,5:40 --seats 5 --games 8000 --seed 20260819"
money.jokerless-rate.5-40.prospector,prospector vs outs field at $5/$40,jokerless rate,8010,0.126467,,,,20260819,5,"Share of the cell's settled rounds won jokerless, whoever won them — the same rate the tournaments publish per scope (bonus.jokerless-rate.*), so a sweep's table can be read beside the ladder's floor (BUILD-PLAN P44).","BurmesePoker.Sim -- money --challenger prospector --reference outs --ratios 5:1,5:10,5:20,5:40 --seats 5 --games 8000 --seed 20260819"
money.net-per-round-bootstrap.5-40.prospector,prospector over outs at $5/$40,net per round margin,10000,14.204744,2.451631,4.805108,normal interval holds,20260819,5,"A 95% percentile bootstrap of the net-per-round margin above, resampling whole games with replacement (BUILD-PLAN P48 F6). ⚠️ Published only for a cell that separated, and only to check the normal interval it separated by: money a round is heavy-tailed, so this is where the symmetric interval would understate the spread if anywhere. The verdict says whether it does; the interval column is the resampled half-width.","BurmesePoker.Sim -- money --challenger prospector --reference outs --ratios 5:1,5:10,5:20,5:40 --seats 5 --games 8000 --seed 20260819"
money.net-per-round.5-1.purist,purist over outs at $5/$1,net per round margin,8010,-0.233508,0.164917,0.323232,inside the interval,20260819,5,"Is what this rung trades rounds for worth more than the rounds? A money-ranked rung is judged in dollars because win rate would misjudge it by construction (RankedOn.Money). ⚠️ This is the verdict figure and it is money, not win rate — and the challenger is part of the id since P44.","BurmesePoker.Sim -- money --challenger purist --reference outs --ratios 5:1,5:10,5:20,5:40 --seats 5 --games 8000 --seed 20260819"
money.win-rate.5-1.purist,purist over outs at $5/$1,win rate margin,8010,-0.006292,0.004142,0.008118,,20260819,5,"The same margin in win rate, reported beside the money because a money-ranked rung is where the two can come apart (BUILD-PLAN P22 acceptance 2).","BurmesePoker.Sim -- money --challenger purist --reference outs --ratios 5:1,5:10,5:20,5:40 --seats 5 --games 8000 --seed 20260819"
money.take-rate.5-1.purist,purist at $5/$1,take rate,7996,0.248107,0.001262,0.002474,,20260819,5,"prospector's mechanism: its rule can only act by refusing takes, so a cell in which this has not moved from the reference's is a cell in which nothing happened. Every other challenger's is a control.","BurmesePoker.Sim -- money --challenger purist --reference outs --ratios 5:1,5:10,5:20,5:40 --seats 5 --games 8000 --seed 20260819"
money.side-margin.5-1.purist,purist over outs at $5/$1,side bet margin,8010,-0.092684,0.058608,0.114869,,20260819,5,"The money-card half of the net margin alone — where a rule about the draw has to show up if it is doing anything. ⚠️ Computed on every run since P22 and never published (review R13): it reached bytes only through money.csv, which sim suite does not regenerate, so §10's mechanism argument leaned on a file one command behind the others.","BurmesePoker.Sim -- money --challenger purist --reference outs --ratios 5:1,5:10,5:20,5:40 --seats 5 --games 8000 --seed 20260819"
money.clean-win-rate.5-1.purist,purist at $5/$1,clean win rate,3942,0.128108,0.005324,0.010434,,20260819,5,"purist's mechanism (BUILD-PLAN P44): of the rounds the challenger itself won, the share declared jokerless (RULES.md §7.3) — read it beside docs/STRATEGY.md §14's accidental floor, which is what a rung that is not trying collects.","BurmesePoker.Sim -- money --challenger purist --reference outs --ratios 5:1,5:10,5:20,5:40 --seats 5 --games 8000 --seed 20260819"
money.jokerless-rate.5-1.purist,purist vs outs field at $5/$1,jokerless rate,8010,0.122222,,,,20260819,5,"Share of the cell's settled rounds won jokerless, whoever won them — the same rate the tournaments publish per scope (bonus.jokerless-rate.*), so a sweep's table can be read beside the ladder's floor (BUILD-PLAN P44).","BurmesePoker.Sim -- money --challenger purist --reference outs --ratios 5:1,5:10,5:20,5:40 --seats 5 --games 8000 --seed 20260819"
money.net-per-round.5-10.purist,purist over outs at $5/$10,net per round margin,8010,-1.067665,0.626968,1.228835,inside the interval,20260819,5,"Is what this rung trades rounds for worth more than the rounds? A money-ranked rung is judged in dollars because win rate would misjudge it by construction (RankedOn.Money). ⚠️ This is the verdict figure and it is money, not win rate — and the challenger is part of the id since P44.","BurmesePoker.Sim -- money --challenger purist --reference outs --ratios 5:1,5:10,5:20,5:40 --seats 5 --games 8000 --seed 20260819"
money.win-rate.5-10.purist,purist over outs at $5/$10,win rate margin,8010,-0.006292,0.004142,0.008118,,20260819,5,"The same margin in win rate, reported beside the money because a money-ranked rung is where the two can come apart (BUILD-PLAN P22 acceptance 2).","BurmesePoker.Sim -- money --challenger purist --reference outs --ratios 5:1,5:10,5:20,5:40 --seats 5 --games 8000 --seed 20260819"
money.take-rate.5-10.purist,purist at $5/$10,take rate,7996,0.248107,0.001262,0.002474,,20260819,5,"prospector's mechanism: its rule can only act by refusing takes, so a cell in which this has not moved from the reference's is a cell in which nothing happened. Every other challenger's is a control.","BurmesePoker.Sim -- money --challenger purist --reference outs --ratios 5:1,5:10,5:20,5:40 --seats 5 --games 8000 --seed 20260819"
money.side-margin.5-10.purist,purist over outs at $5/$10,side bet margin,8010,-0.926841,0.586079,1.148693,,20260819,5,"The money-card half of the net margin alone — where a rule about the draw has to show up if it is doing anything. ⚠️ Computed on every run since P22 and never published (review R13): it reached bytes only through money.csv, which sim suite does not regenerate, so §10's mechanism argument leaned on a file one command behind the others.","BurmesePoker.Sim -- money --challenger purist --reference outs --ratios 5:1,5:10,5:20,5:40 --seats 5 --games 8000 --seed 20260819"
money.clean-win-rate.5-10.purist,purist at $5/$10,clean win rate,3942,0.128108,0.005324,0.010434,,20260819,5,"purist's mechanism (BUILD-PLAN P44): of the rounds the challenger itself won, the share declared jokerless (RULES.md §7.3) — read it beside docs/STRATEGY.md §14's accidental floor, which is what a rung that is not trying collects.","BurmesePoker.Sim -- money --challenger purist --reference outs --ratios 5:1,5:10,5:20,5:40 --seats 5 --games 8000 --seed 20260819"
money.jokerless-rate.5-10.purist,purist vs outs field at $5/$10,jokerless rate,8010,0.122222,,,,20260819,5,"Share of the cell's settled rounds won jokerless, whoever won them — the same rate the tournaments publish per scope (bonus.jokerless-rate.*), so a sweep's table can be read beside the ladder's floor (BUILD-PLAN P44).","BurmesePoker.Sim -- money --challenger purist --reference outs --ratios 5:1,5:10,5:20,5:40 --seats 5 --games 8000 --seed 20260819"
money.net-per-round.5-20.purist,purist over outs at $5/$20,net per round margin,8010,-1.994507,1.205099,2.361950,inside the interval,20260819,5,"Is what this rung trades rounds for worth more than the rounds? A money-ranked rung is judged in dollars because win rate would misjudge it by construction (RankedOn.Money). ⚠️ This is the verdict figure and it is money, not win rate — and the challenger is part of the id since P44.","BurmesePoker.Sim -- money --challenger purist --reference outs --ratios 5:1,5:10,5:20,5:40 --seats 5 --games 8000 --seed 20260819"
money.win-rate.5-20.purist,purist over outs at $5/$20,win rate margin,8010,-0.006292,0.004142,0.008118,,20260819,5,"The same margin in win rate, reported beside the money because a money-ranked rung is where the two can come apart (BUILD-PLAN P22 acceptance 2).","BurmesePoker.Sim -- money --challenger purist --reference outs --ratios 5:1,5:10,5:20,5:40 --seats 5 --games 8000 --seed 20260819"
money.take-rate.5-20.purist,purist at $5/$20,take rate,7996,0.248107,0.001262,0.002474,,20260819,5,"prospector's mechanism: its rule can only act by refusing takes, so a cell in which this has not moved from the reference's is a cell in which nothing happened. Every other challenger's is a control.","BurmesePoker.Sim -- money --challenger purist --reference outs --ratios 5:1,5:10,5:20,5:40 --seats 5 --games 8000 --seed 20260819"
money.side-margin.5-20.purist,purist over outs at $5/$20,side bet margin,8010,-1.853683,1.172157,2.297386,,20260819,5,"The money-card half of the net margin alone — where a rule about the draw has to show up if it is doing anything. ⚠️ Computed on every run since P22 and never published (review R13): it reached bytes only through money.csv, which sim suite does not regenerate, so §10's mechanism argument leaned on a file one command behind the others.","BurmesePoker.Sim -- money --challenger purist --reference outs --ratios 5:1,5:10,5:20,5:40 --seats 5 --games 8000 --seed 20260819"
money.clean-win-rate.5-20.purist,purist at $5/$20,clean win rate,3942,0.128108,0.005324,0.010434,,20260819,5,"purist's mechanism (BUILD-PLAN P44): of the rounds the challenger itself won, the share declared jokerless (RULES.md §7.3) — read it beside docs/STRATEGY.md §14's accidental floor, which is what a rung that is not trying collects.","BurmesePoker.Sim -- money --challenger purist --reference outs --ratios 5:1,5:10,5:20,5:40 --seats 5 --games 8000 --seed 20260819"
money.jokerless-rate.5-20.purist,purist vs outs field at $5/$20,jokerless rate,8010,0.122222,,,,20260819,5,"Share of the cell's settled rounds won jokerless, whoever won them — the same rate the tournaments publish per scope (bonus.jokerless-rate.*), so a sweep's table can be read beside the ladder's floor (BUILD-PLAN P44).","BurmesePoker.Sim -- money --challenger purist --reference outs --ratios 5:1,5:10,5:20,5:40 --seats 5 --games 8000 --seed 20260819"
money.net-per-round.5-40.purist,purist over outs at $5/$40,net per round margin,8010,-3.848190,2.373087,4.651164,inside the interval,20260819,5,"Is what this rung trades rounds for worth more than the rounds? A money-ranked rung is judged in dollars because win rate would misjudge it by construction (RankedOn.Money). ⚠️ This is the verdict figure and it is money, not win rate — and the challenger is part of the id since P44.","BurmesePoker.Sim -- money --challenger purist --reference outs --ratios 5:1,5:10,5:20,5:40 --seats 5 --games 8000 --seed 20260819"
money.win-rate.5-40.purist,purist over outs at $5/$40,win rate margin,8010,-0.006292,0.004142,0.008118,,20260819,5,"The same margin in win rate, reported beside the money because a money-ranked rung is where the two can come apart (BUILD-PLAN P22 acceptance 2).","BurmesePoker.Sim -- money --challenger purist --reference outs --ratios 5:1,5:10,5:20,5:40 --seats 5 --games 8000 --seed 20260819"
money.take-rate.5-40.purist,purist at $5/$40,take rate,7996,0.248107,0.001262,0.002474,,20260819,5,"prospector's mechanism: its rule can only act by refusing takes, so a cell in which this has not moved from the reference's is a cell in which nothing happened. Every other challenger's is a control.","BurmesePoker.Sim -- money --challenger purist --reference outs --ratios 5:1,5:10,5:20,5:40 --seats 5 --games 8000 --seed 20260819"
money.side-margin.5-40.purist,purist over outs at $5/$40,side bet margin,8010,-3.707366,2.344315,4.594772,,20260819,5,"The money-card half of the net margin alone — where a rule about the draw has to show up if it is doing anything. ⚠️ Computed on every run since P22 and never published (review R13): it reached bytes only through money.csv, which sim suite does not regenerate, so §10's mechanism argument leaned on a file one command behind the others.","BurmesePoker.Sim -- money --challenger purist --reference outs --ratios 5:1,5:10,5:20,5:40 --seats 5 --games 8000 --seed 20260819"
money.clean-win-rate.5-40.purist,purist at $5/$40,clean win rate,3942,0.128108,0.005324,0.010434,,20260819,5,"purist's mechanism (BUILD-PLAN P44): of the rounds the challenger itself won, the share declared jokerless (RULES.md §7.3) — read it beside docs/STRATEGY.md §14's accidental floor, which is what a rung that is not trying collects.","BurmesePoker.Sim -- money --challenger purist --reference outs --ratios 5:1,5:10,5:20,5:40 --seats 5 --games 8000 --seed 20260819"
money.jokerless-rate.5-40.purist,purist vs outs field at $5/$40,jokerless rate,8010,0.122222,,,,20260819,5,"Share of the cell's settled rounds won jokerless, whoever won them — the same rate the tournaments publish per scope (bonus.jokerless-rate.*), so a sweep's table can be read beside the ladder's floor (BUILD-PLAN P44).","BurmesePoker.Sim -- money --challenger purist --reference outs --ratios 5:1,5:10,5:20,5:40 --seats 5 --games 8000 --seed 20260819"
claim.permission.refuse-over-allow,outs/refuse over outs/allow,win rate margin,8010,-0.002896,0.004150,0.008134,inside the interval,20260819,5,"Is refusing the opener the turned-up money card worth anything? Every rung refuses whenever RULES.md §4.5 allows it, which was decided from the rule's reasoning and never measured — and refusing is a disclosure, since only a holder may refuse.","BurmesePoker.Sim -- tournament --strategies outs/refuse,outs/allow --pairs adjacent --seats 5 --games 8000 --seed 20260819"
claim.permission.money.refuse-over-allow,outs/refuse over outs/allow,net per round margin,8010,-0.106567,0.165610,0.324589,,20260819,5,"The same margin in money a round, reported beside the win rate because a claim is a money-card decision and the two can come apart (BUILD-PLAN P22). ⚠️ Paired, since review R3: the two arms share one table and money is zero-sum across it, which is exactly the case Measurement.Paired's remarks call anti-conservative for the independent formula. The ±0.18 P29 published was the unpaired interval.","BurmesePoker.Sim -- tournament --strategies outs/refuse,outs/allow --pairs adjacent --seats 5 --games 8000 --seed 20260819"
